log_id,intention_id,title,category,motivation,date_created,event_date,event_type,hours_spent,perceived_importance,urgency,personal_interest,career_relevance,estimated_effort_hours,has_deadline,deadline_date,note
898,282,Learn to cook healthier meals,fitness/health,Social connection,2023-03-11,2023-04-13,Research,2.8,2.0,1.0,5.0,1.0,6.5,No,,
899,174,Plan a trip itinerary,Travel,Financial security,05 May 2023,2023/08/08,Postponed,,2.0,2.0,3.0,,49.9,True,2023-10-27,Low energy / burnout
900,125,Start a houseplant collection,Hobby,Curiosity / fun,12-22-2023,31 Jan 2024,PUSHED BACK,0.0,2.0,3.0,5.0,2.0,34.3,no,,Low energy / burnout
901,75,Research career change options,Career,Curiosity / fun,2023-08-16,2023-08-16,Created,,3.0,3.0,5.0,3.0,56.7,True,2023-12-25,
902,112,Join a local social group,Relationships,Health & wellbeing,2024-07-31,21 Aug 2024,PLANNED,0.0,2.0,2.0,2.0,1.0,5.6,No,,
903,170,Research a relocation destination, Travel,Obligation / should-do,2023-11-19,2024-01-26,worked on it,2.3,3.0,2.0,5.0,1.0,5.1,True,2024-01-01,
904,25,Renew an expiring document,HOME & ADMIN,Creative expression,28/10/2023,2023-10-28,CREATED,0.0,4.0,1.0,5.0,1.0,13.8,False,,
905,289,LEARN BASIC PUBLIC SPEAKING,LEARNING & SKILLS,Creative expression,23 Oct 2024,23/10/2024,Created,0.0,3.0,4.0,3.0,1.0,11.7,Y,2025-01-08,
906,112,Join a local social group,Relationships,Health & wellbeing,2024/07/31,10-11-2024,CONTINUED,1.5,2.0,2.0,2.0,1.0,,No,,
907,134,Plan a savings goal,FINANCIAL,Career advancement,12-19-2024,18 Mar 2025,PLANNED,0.0,3.0,2.0,5.0,1.0,21.8,no,,
908,151,Start a reading challenge,Hobbies,Obligation / should-do,2025-03-20,20/03/2025,CREATED,0.0,2.0,1.0,2.0,2.0,3.5,False,,
909,193,BUILD A PERSONAL DATA PROJECT,SideProject,Social connection,24 Sep 2024,24/09/2024,Created,0.0,3.0,4.0,3.0,3.0,7.5,yes,2025-03-18,
910,114,Compare insurance providers,financial,Curiosity / fun,2023-12-02,2023/12/23,RESEARCHED,4.9,2.0,1.0,2.0,,6.0,yes,2024-03-08,
911,174,Plan a trip itinerary,TRAVEL ,Financial security,2023-05-05,30/09/2023,worked on it,5.9,2.0,2.0,3.0,2.0,49.9,TRUE,2023-10-27,
912,267,Improve sleep schedule,FITNESS & HEALTH,Financial security,25/01/2024,16 Jul 2024,worked on it,2.0,4.0,4.0,3.0,3.0,9.3,0,,
913,85,Start a reading challenge,HOBBY,Social connection,2024-11-10,2024-11-25,RESEARCHED,0.3,5.0,4.0,3.0,2.0,14.6,0,,
914,26,Ask for a performance review,career,Health & wellbeing,2024/05/27,30/07/2024,Continued,0.5,,1.0,2.0,2.0,5.2,N,,
915,193,Build a personal data project,side project,Social connection,09-24-2024,2024/10/07,Researched,3.9,3.0,4.0,3.0,3.0,7.5,,2025-03-18,
916,316,plan a family visit,Relationships,Health & wellbeing,19 Jan 2024,2024-03-02,RESEARCHED,0.3,3.0,1.0,4.0,1.0,3.9,1,2024-04-23,
917,72,Cut down on sugar,Fitness and Health,Personal growth,21/06/2025,04/07/2025,Planned,500.0,2.0,2.0,3.0,1.0,3.9,0,,
918,256,Learn conversational Spanish,learning and skills,Career advancement,2025-01-28,2025/01/28,created,0.0,3.0,5.0,3.0,2.0,6.2,,,
919,99,Collect and organize a hobby set,Hobby,Creative expression,04-30-2025,05-18-2025,planning,0.0,3.0,4.0,medium,1.0,32.2,no,,
920,72,CUT DOWN ON SUGAR,Fitness and Health,Personal growth,06-21-2025,2025/07/29,Began,0.0,2.0,2.0,3.0,1.0,3.9,N,,
921,85,Start a reading challenge,HOBBY,Social connection,10/11/2024,2025/04/01,Continued,1.0,5.0,4.0,3.0,2.0,14.6,False,,
922,182,Plan a savings goal,Financial,Creative expression,08-16-2024,2024/08/16,New,,3.0,1.0,4.0,,57.2,N,,
923,55,Schedule regular calls with family,Relationships,Curiosity / fun,2023-09-25,2024-02-03,continued work,1.3,4.0,1.0,4.0,,3.4,Y,2024-04-09,
924,261,Create a travel budget,travel,Obligation / should-do,05-12-2024,12 May 2024,New,0.0,2.0,3.0,3.0,1.0,13.2,FALSE,,
925,135,PROTOTYPE A SMALL APP IDEA,side project,Creative expression,29 Mar 2023,06/05/2023,Researched,1.2,4.0,1.0,2.0,1.0,2.3,True,2023-07-25,
926,179,Organize a small get-together,RELATIONSHIPS,Personal growth,05 Sep 2024,09-08-2024,RESEARCHED,,4.0,3.0,,2.0,28.3,False,,
927,105,CALL AN OLD FRIEND,relationships,Obligation / should-do,2023-07-31,2023/08/25,Research,0.5,1.0,3.0,2.0,2.0,4.1,no,,
928,95,REPAIR A STRAINED RELATIONSHIP,Relationships,Career advancement,02-14-2024,14/02/2024,New,0.0,,1.0,1.0,2.0,35.9,1,2024-08-13,
929,148,RESEARCH A RELOCATION DESTINATION,travel,Career advancement,2024-08-13,2024/08/31,Researched,1.7,3.0,2.0,4.0,3.0,20.3,False,,
930,185,Start a photography project,creative,Obligation / should-do,2024-08-08,2024/10/20,worked on it,0.5,,1.0,3.0,1.0,23.9,No,,
931,183,Learn to cook healthier meals,Fitness and Health,Curiosity / fun,05/07/2024,2024/07/05,Created,0.0,2.0,2.0,3.0,3.0,7.5,False,,
932,135,Prototype a small app idea,side project,Creative expression,29/03/2023,28/08/2023,Completed,0.0,4.0,1.0,2.0,1.0,2.3,TRUE,2023-07-25,
933,182,Plan a savings goal,Finance,Creative expression,16/08/2024,2024/10/27,worked on it,0.4,3.0,1.0,4.0,3.0,57.2,0,,
934,181,Update personal records,HOME & ADMIN,Social connection,10-01-2023,09 Oct 2023,RESEARCHED,1.0,,2.0,3.0,2.0,9.7,,,
935,214,Plan a weekend getaway,TRAVEL ,Health & wellbeing,2025-02-03,2025/02/27,Research,1.7,1.0,1.0,4.0,1.0,11.2,no,,
936,18,learn a new design software,Creativity,Creative expression,10/02/2024,04-14-2024,researching,1.0,2.0,3.0,3.0,1.0,13.0,0,,
937,211,Learn basic calligraphy,Hobby,Curiosity / fun,2025-01-19,01-19-2025,Created,0.0,2.0,3.0,3.0,1.0,5.0,Yes,2025-04-18,
938,295,Organize digital files,Home and Admin,Curiosity / fun,2024-08-19,01/10/2024,researching,0.3,4.0,1.0,3.0,1.0,4.0,False,,
939,288,BUILD A PORTFOLIO PROJECT,Side Project,Curiosity / fun,05 Mar 2023,05/03/2023,CREATED,0.0,3.0,2.0,5.0,3.0,15.8,False,,
940,295,Organize digital files,HOME & ADMIN,Curiosity / fun,19 Aug 2024,18 Oct 2024,Planned,0.0,4.0,1.0,3.0,1.0,4.0,N,,
941,238,Start a freelance side gig,Side Project,Career advancement,04-14-2024,2024/06/04,Postponed,0.0,,1.0,3.0,,3.4,,,Lost interest
942,219,Read one book on statistics,LEARNING & SKILLS,Curiosity / fun,2024/04/27,17/08/2024,continued work,5.0,3.0,2.0,4.0,2.0,15.8,1,2024-10-01,
943,275,start a small blog,SIDE PROJECT,Curiosity / fun,10/02/2024,2024/02/10,created,0.0,,4.0,1.0,1.0,30.7,FALSE,,
944,131,Track spending for a month,FINANCIAL,Obligation / should-do,2023-09-07,20/09/2023,Researched,1.1,5.0,,3.0,1.0,82.8,False,,
945,108,REPAIR A STRAINED RELATIONSHIP,RELATIONSHIPS,Financial security,04/02/2025,07-16-2025,continued work,4.5,3.0,1.0,2.0,2.0,4.9,0,,
946,252,Complete a data visualization course,Learning & Skills,Health & wellbeing,2025/05/15,15 May 2025,created,0.0,,4.0,,1.0,7.8,,,
947,259, Start a reading challenge  ,hobby,Personal growth,03-28-2023,2023/03/28,CREATED,0.0,3.0,5.0,3.0,,8.8,0,,
948,221,Plan a family visit,Relationships,Social connection,2023/05/24,06-30-2023,delayed,0.0,4.0,1.0,5.0,1.0,22.1,Yes,2023-06-16,Lack of motivation
949,82,Organize a small get-together,RELATIONSHIPS,Career advancement,18 Sep 2023,08 Oct 2023,Planned,0.0,,,3.0,1.0,13.0,Y,2024-01-21,
950,62,Learn conversational Spanish,Learning & Skills,Personal growth,2023-09-28,2023-09-28,CREATED,0.0,3.0,4.0,2.0,3.0,6.8,TRUE,2023-11-08,
951,17,Send a thank-you note,Relationships,Curiosity / fun,09 Mar 2023,2023/06/28,abandoned,0.0,2.0,medium,5.0,1.0,3.9,Y,2023-08-15,Overestimated effort required
952,159,Train for a 5k run,Fitness and Health,Social connection,2023-03-03,04-18-2023,PLANNED,0.0,3.0,2.0,3.0,1.0,3.1,True,2023-06-03,
953,135,Prototype a small app idea,side project,Creative expression,03-29-2023,2023/08/10,CONTINUED,4.8,4.0,1.0,2.0,1.0,2.3,TRUE,2023-07-25,
954,261,Create a travel budget, Travel,Obligation / should-do,12 May 2024,05-22-2024,Research,2.2,2.0,3.0,3.0,1.0,13.2,,,
955,307,Learn a new design software,creative,Creative expression,02/09/2023,2023-09-02,Created,0.0,3.0,1.0,3.0,1.0,,,,
956,219,Read one book on statistics,LEARNING & SKILLS,Curiosity / fun,2024-04-27,2024/08/11,postponed,0.0,3.0,2.0,4.0,2.0,15.8,Y,2024-10-01,Lack of money
957,29,read one book on statistics,LEARNING & SKILLS,Social connection,06-18-2025,06-18-2025,CREATED,0.0,3.0,4.0,1.0,2.0,10.3,N,,
958,306, Plan a road trip route  ,TRAVEL ,Creative expression,2023/10/19,26/02/2024,CONTINUED,0.8,,4.0,very high,1.0,3.0,0,,
959,275,Start a small blog,Side Project,Curiosity / fun,10 Feb 2024,03-05-2024,RESEARCHED,2.6,3.0,4.0,1.0,,30.7,,,
960,130,Start a puzzle-solving habit,HOBBY,Health & wellbeing,27 Nov 2023,06-05-2024,CONTINUED,3.2,2.0,1.0,medium,1.0,,0,,
961,311,Build a portfolio website,career,Health & wellbeing,06-14-2025,29/06/2025,Researched,0.4,3.0,2.0,2.0,1.0,6.7,FALSE,,
962,245,Send a thank-you note,Relationship,Curiosity / fun,2025-01-17,03-01-2025,ABANDONED,0.0,1.0,2.0,4.0,2.0,6.9,Yes,2025-05-20,Perfectionism / fear of failure
963,69,call an old friend,relationships,Career advancement,12 Feb 2023,20 May 2023,worked on it,2.6,2.0,2.0,3.0,1.0,5.3,,,
964,134,Plan a savings goal,FINANCIAL,Career advancement,19 Dec 2024,12 Mar 2025,Researched,2.4,3.0,2.0,5.0,1.0,21.8,No,,
965,282,Learn to cook healthier meals,Fitness & Health,Social connection,11 Mar 2023,2023/06/20,Continued,8.3,2.0,1.0,5.0,,6.5,no,,
966,200,START SKETCHING DAILY,creative,Career advancement,2024-10-15,15/10/2024,created,0.0,2.0,4.0,4.0,1.0,13.7,Yes,2025-01-02,
967,90,Learn key phrases for a trip,travel,Creative expression,2024-03-28,06-10-2024,PUSHED BACK,0.0,3.0,3.0,2.0,1.0,3.1,False,,Unclear next step
968,188,Contribute to an open-source project,SIDE PROJECT,Creative expression,06 Dec 2023,11 Jan 2024,PUSHED BACK,0.0,2.0,1.0,4.0,,4.9,N,,Unclear next step
969,130,Start a puzzle-solving habit,hobby,Health & wellbeing,11-27-2023,2024/07/14,DONE,0.0,2.0,1.0,3.0,1.0,,False,,
970,20,Start a small garden,Hobby,Financial security,08-20-2024,12-27-2024,worked on it,1.7,1.0,2.0,,1.0,6.6,0,,
971,110,Plan a date night routine,relationships,Obligation / should-do,2024/11/15,2024/12/04,postponed,0.0,low,3.0,3.0,,4.7,no,,Low energy / burnout
972,109,RESEARCH A RELOCATION DESTINATION,Travel,Career advancement,2023/10/07,10-07-2023,New,0.0,4.0,1.0,4.0,3.0,0.9,No,,
973,291,Fix a recurring household issue,home/admin,Curiosity / fun,02-01-2024,10 May 2024,continued work,2.8,3.0,4.0,,4.0,13.6,FALSE,,
974,40,Build an automation script,side project,Creative expression,10/01/2025,2025/01/10,New,,3.0,1.0,3.0,2.0,2.9,,,
975,58,Plan a weekend getaway, Travel,Health & wellbeing,2024/07/30,08-31-2024,Research,1.4,very low,2.0,4.0,1.0,4.7,No,,
976,120,Research flights for a trip,TRAVEL ,Health & wellbeing,02-24-2025,2025-04-07,Research,,2.0,2.0,2.0,1.0,11.5,N,,
977,182,Plan a savings goal,Financial,Creative expression,08-16-2024,2024/10/16,CONTINUED,1.8,3.0,1.0,4.0,3.0,57.2,,,
978,84,automate a recurring bill payment,home/admin,Curiosity / fun,13 Mar 2023,2023/04/10,Research,1.2,2.0,4.0,3.0,2.0,8.7,no,,
979,69,Call an old friend,relationships,Career advancement,12/02/2023,2023-07-29,delayed,0.0,2.0,,3.0,1.0,5.3,No,,Blocked by dependency
980,97,Prepare for technical interviews,Career,Creative expression,18 May 2025,18 May 2025,Created,0.0,3.0,1.0,1.0,2.0,4.1,yes,2025-07-05,
981,245,Send a thank-you note,relationships,Curiosity / fun,17/01/2025,02 Feb 2025,RESEARCHED,1.7,1.0,2.0,4.0,2.0,6.9,TRUE,2025-05-20,
982,61,Learn basic calligraphy,Hobby,Social connection,14/11/2024,07 Jan 2025,Research,0.7,2.0,1.0,4.0,2.0,8.0,no,,
983,219,Read one book on statistics,LEARNING & SKILLS,Curiosity / fun,04-27-2024,28 Sep 2024,continued work,,3.0,2.0,4.0,2.0,15.8,TRUE,2024-10-01,
984,39,Start a freelance side gig,SideProject,Financial security,13/10/2023,2023-10-13,New,0.0,2.0,3.0,3.0,1.0,9.5,False,,
985,12,Learn the basics of investing,Finance,Personal growth,2024-10-12,2024-10-12,New,0.0,4.0,,3.0,2.0,19.6,No,,
986,20,Start a small garden,Hobby,Financial security,20/08/2024,20/08/2024,created,0.0,1.0,2.0,3.0,,6.6,no,,
987,250,Prepare for technical interviews,CAREER,Health & wellbeing,2024/09/06,09-06-2024,created,0.0,1.0,low,2.0,,2.0,0,,
988,135,Prototype a small app idea,SideProject,Creative expression,03-29-2023,05/04/2023,researching,0.5,,1.0,2.0,1.0,2.3,Y,2023-07-25,
989,9,Plan a family visit,relationships,Curiosity / fun,19 Jul 2024,2024/08/20,PLANNED,0.0,4.0,,3.0,,2.2,False,,
990,186,Find a mentor in my field,career,Obligation / should-do,02-01-2025,23/05/2025,finished,0.0,1.0,1.0,3.0,4.0,7.7,No,,
991,312,Start a small blog,SideProject,Social connection,10-19-2023,2023-11-08,RESEARCHED,565.0,3.0,3.0,2.0,4.0,6.4,True,2023-12-13,
992,157,Research a relocation destination,travel,Financial security,04/12/2024,29/04/2025,CONTINUED,1.9,3.0,1.0,3.0,2.0,13.5,True,2025-02-23,
993,277,Build a personal dashboard,SideProject,Curiosity / fun,18 Jul 2023,07-18-2023,created,0.0,3.0,2.0,5.0,1.0,15.9,,,
994,9,Plan a family visit,relationships,Curiosity / fun,19/07/2024,09-21-2024,Continued,0.6,4.0,2.0,3.0,1.0,2.2,0,,
995,90,learn key phrases for a trip,TRAVEL ,Creative expression,2024-03-28,27/04/2024,RESEARCHED,,3.0,3.0,2.0,1.0,3.1,False,,
996,230,Ask for a performance review,Career,Financial security,2023-09-07,10-24-2023,delayed,,3.0,1.0,1.0,4.0,3.8,no,,Lost interest
997,52,Build a portfolio website,Career,Health & wellbeing,24 Mar 2023,15/04/2023,postponed,0.0,2.0,4.0,2.0,3.0,16.4,FALSE,,Perfectionism / fear of failure
998,126,Learn basic public speaking,LEARNING & SKILLS,Obligation / should-do,2024/10/25,2024/10/25,created,0.0,,1.0,3.0,2.0,21.9,no,,
999,313,Research flights for a trip,TRAVEL ,Health & wellbeing,31 May 2023,2023/05/31,Created,0.0,,1.0,1.0,2.0,15.8,0,,
1000,66,book a full medical check-up,Fitness & Health,Obligation / should-do,15 Jun 2023,2023-06-15,New,0.0,1.0,3.0,4.0,,14.4,no,,
1001,285,Finish an online Python course,Learning & Skills,Obligation / should-do,21/09/2024,26 Oct 2024,researching,,medium,3.0,2.0,1.0,,,,
1002,79,Update CV and LinkedIn profile,CAREER,Personal growth,2025-06-17,31 Jul 2025,delayed,0.0,2.0,3.0,1.0,,23.6,,,No accountability
1003,164,Plan a savings goal,FINANCIAL,Personal growth,11 Feb 2023,25/03/2023,delayed,0.0,1.0,2.0,4.0,2.0,21.3,FALSE,,Lack of motivation
1004,27,Pay off a small debt,Financial,Personal growth,06/06/2023,07-17-2023,delayed,0.0,1.0,2.0,2.0,3.0,3.6,False,,Lack of money
1005,68,Start a niche newsletter,SideProject,Personal growth,04 May 2025,2025-06-13,Research,0.6,3.0,1.0,3.0,3.0,4.9,False,,
1006,97,Prepare for technical interviews, Career,Creative expression,18/05/2025,12 Jul 2025,continued work,,3.0,1.0,1.0,2.0,4.1,1,2025-07-05,
1007,108,Repair a strained relationship,Relationships,Financial security,04 Feb 2025,06-12-2025,worked on it,1.2,3.0,1.0,2.0,2.0,4.9,,,
1008,28,Start a small blog,Side Project,Career advancement,09-05-2024,11-21-2024,Abandoned,0.0,4.0,1.0,3.0,3.0,2.7,N,,Lack of money
1009,88,Reduce screen time before bed,FITNESS & HEALTH,Career advancement,05/08/2024,05 Aug 2024,created,0.0,3.0,4.0,1.0,1.0,7.8,No,,
1010,91,Start going to the gym 3x/week,Fitness & Health,Curiosity / fun,18/10/2023,14/01/2024,worked on it,0.7,3.0,3.0,2.0,2.0,5.1,FALSE,,
1011,60,Start a photography project,creative,Social connection,2023-10-19,19 Oct 2023,created,0.0,2.0,3.0,,2.0,14.4,1,2024-03-20,
1012,91,Start going to the gym 3x/week,Fitness and Health,Curiosity / fun,18 Oct 2023,2023/11/16,Researched,2.0,3.0,3.0,2.0,,5.1,False,,
1013,17,Send a thank-you note,Relationships,Curiosity / fun,09 Mar 2023,30/05/2023,PLANNED,0.0,2.0,3.0,5.0,1.0,3.9,1,2023-08-15,
1014,159,Train for a 5k run,Fitness & Health,Social connection,03-03-2023,06-04-2023,worked on it,1.0,3.0,2.0,3.0,1.0,3.1,Yes,2023-06-03,
1015,250,prepare for technical interviews,CAREER,Health & wellbeing,09-06-2024,11-20-2024,PLANNED,0.0,1.0,2.0,2.0,2.0,2.0,False,,
1016,291,Fix a recurring household issue,Home & Admin,Curiosity / fun,02-01-2024,02-17-2024,researching,0.7,3.0,4.0,3.0,4.0,13.6,,,
1017,76,Review and cut subscriptions,Financial,Obligation / should-do,2023/08/17,10/09/2023,researching,0.3,2.0,3.0,3.0,,3.9,yes,2023-10-19,
1018,268,build a personal dashboard,side project,Curiosity / fun,2025-05-03,30/06/2025,Began,0.0,2.0,1.0,3.0,1.0,9.5,False,,
1019,309,Plan a weekend getaway,TRAVEL ,Obligation / should-do,03-07-2025,29/03/2025,researching,0.5,3.0,4.0,5.0,1.0,,No,,
1020,48,Enter a local art competition,Creativity,Obligation / should-do,2023/03/02,2023-03-02,CREATED,,3.0,very low,3.0,1.0,17.6,Yes,2023-03-16,
1021,263,plan a family visit,relationships,Creative expression,10-18-2023,2024/02/13,PUSHED BACK,0.0,3.0,3.0,very high,,8.2,0,,Competing priorities
1022,179,Organize a small get-together,relationships,Personal growth,05 Sep 2024,26/09/2024,researching,1.0,high,3.0,4.0,2.0,28.3,0,,
1023,180,Learn to use Power BI,Learning & Skills,Obligation / should-do,02 Mar 2025,21/03/2025,Researched,0.6,3.0,2.0,3.0,4.0,3.9,,,
1024,52,build a portfolio website, Career,Health & wellbeing,03-24-2023,24 Mar 2023,created,0.0,2.0,,2.0,3.0,16.4,0,,
1025,73,Update personal records,Home and Admin,Financial security,2025/04/01,2025-05-10,planning,0.0,3.0,4.0,3.0,2.0,15.2,,,
1026,316,Plan a family visit,Relationships,Health & wellbeing,2024/01/19,2024-03-14,planning,0.0,3.0,1.0,4.0,1.0,3.9,Y,2024-04-23,
1027,17,Send a thank-you note,relationships,Curiosity / fun,2023/03/09,05 May 2023,researching,2.1,,3.0,5.0,1.0,3.9,1,2023-08-15,
1028,281,Start a reading challenge,hobby,Curiosity / fun,27 Nov 2023,2023-12-22,Planned,0.0,2.0,3.0,4.0,2.0,20.0,no,,
1029,166,Start meditating daily,Fitness and Health,Creative expression,22 Mar 2024,04-08-2024,researching,1.7,4.0,4.0,2.0,1.0,6.3,N,,
1030,159,TRAIN FOR A 5K RUN,Fitness and Health,Social connection,03 Mar 2023,06-25-2023,Done!,0.0,3.0,2.0,3.0,,3.1,1,2023-06-03,
1031,144,Learn salary negotiation, Career,Social connection,10-08-2023,08 Oct 2023,New,0.0,4.0,2.0,3.0,1.0,7.8,TRUE,2023-11-04,
1032,302,Build a personal dashboard,SIDE PROJECT,Career advancement,05 May 2025,2025-05-05,New,0.0,2.0,3.0,4.0,2.0,30.9,N,,
1033,318,Plan a trip itinerary,travel,Career advancement,09-22-2024,2024/10/09,RESEARCHED,3.3,3.0,2.0,2.0,,8.8,TRUE,2024-10-26,
1034,3,Apply to 10 jobs abroad,Career ,Career advancement,2023-08-12,2023/10/26,gave up,0.0,2.0,2.0,3.0,1.0,1.7,Y,2024-01-27,Lack of money
1035,230,ASK FOR A PERFORMANCE REVIEW,Career ,Financial security,2023-09-07,2023-09-07,New,0.0,,1.0,1.0,4.0,3.8,False,,
1036,247,Finish an online Python course,learning and skills,Health & wellbeing,05-01-2025,2025/05/11,PLANNED,0.0,2.0,1.0,3.0,5.0,4.0,TRUE,2025-09-02,
1037,241,Start journaling regularly,Hobby,Curiosity / fun,09 Mar 2023,2023-03-09,created,0.0,3.0,2.0,,2.0,8.5,yes,2023-08-29,
1038,247,Finish an online Python course,learning and skills,Health & wellbeing,01/05/2025,2025-07-10,CONTINUED,0.4,2.0,1.0,3.0,5.0,4.0,yes,2025-09-02,
1039,106,Start a houseplant collection,hobby,Obligation / should-do,2025-05-27,11 Jul 2025,RESEARCHED,1.3,1.0,1.0,3.0,1.0,3.6,FALSE,,
1040,84,Automate a recurring bill payment,home/admin,Curiosity / fun,13/03/2023,05-09-2023,Planned,0.0,2.0,4.0,medium,2.0,8.7,,,
1041,96,Learn touch typing,Learning&Skills,Creative expression,13/08/2023,10-08-2023,STARTED ,,2.0,3.0,3.0,5.0,22.4,True,2024-02-21,
1042,5, Start sketching daily  ,creative,Personal growth,2024-08-26,2024-11-24,gave up,0.0,4.0,2.0,3.0,1.0,5.0,True,2024-09-10,Competing priorities
1043,276,Try a new craft technique,creative,Health & wellbeing,03-08-2025,2025/04/26,Planned,0.0,2.0,1.0,4.0,1.0,42.2,TRUE,2025-07-30,
1044,272,Learn touch typing,learning and skills,Personal growth,22/01/2023,2023/01/22,created,,1.0,1.0,3.0,,9.6,No,,
1045,175,Start a home workout routine,Fitness & Health,Health & wellbeing,18 Jul 2024,2024/07/18,created,0.0,3.0,1.0,1.0,1.0,7.9,Yes,2024-11-13,
1046,116,Create a monthly budget,Financial,Career advancement,26/04/2024,27/07/2024,ABANDONED,0.0,1.0,,4.0,1.0,22.9,Yes,2024-09-25,Lack of motivation
1047,130,start a puzzle-solving habit,HOBBY,Health & wellbeing,2023-11-27,2024-05-03,worked on it,8.7,2.0,,3.0,1.0,15.3,False,,
1048,76,Review and cut subscriptions,Finance,Obligation / should-do,17/08/2023,10-12-2023,RESEARCHED,0.5,2.0,medium,3.0,,3.9,Yes,2023-10-19,
1049,292,Start a houseplant collection,Hobbies,Curiosity / fun,19/03/2025,05-23-2025,gave up,0.0,1.0,3.0,3.0,2.0,15.0,No,,Lost interest
1050,225,Plan a road trip route,Travel,Social connection,22/02/2024,2024/04/07,researching,1.8,4.0,4.0,,1.0,35.5,FALSE,,
1051,40,Build an automation script,Side Project,Creative expression,10 Jan 2025,01-27-2025,Research,1.2,,1.0,3.0,2.0,2.9,N,,
1052,42,Learn touch typing,Learning&Skills,Creative expression,29 Dec 2023,2023/12/29,created,0.0,2.0,3.0,4.0,3.0,261.8,no,,
1053,311,Build a portfolio website,Career ,Health & wellbeing,14/06/2025,2025-07-11,Planned,0.0,3.0,2.0,2.0,1.0,6.7,,,
1054,263,Plan a family visit,Relationships,Creative expression,10-18-2023,2024-01-16,Started,,3.0,3.0,5.0,2.0,8.2,No,,
1055,193,Build a personal data project,SIDE PROJECT,Social connection,24/09/2024,2024/10/19,RESEARCHED,2.9,3.0,high,3.0,3.0,7.5,yes,2025-03-18,
1056,51,organize digital files,home/admin,Personal growth,02-21-2023,05-26-2023,finished,0.0,1.0,3.0,very high,2.0,2.1,N,,
1057,226,Ask for a performance review,Career ,Financial security,08-11-2023,11 Aug 2023,New,0.0,1.0,2.0,2.0,,11.0,N,,
1058,247,Finish an online Python course,Learning&Skills,Health & wellbeing,01 May 2025,2025/06/21,worked on it,1.5,2.0,1.0,,5.0,4.0,Yes,2025-09-02,
1059,173,Plan a solo trip, Travel,Social connection,2023/07/28,2023/11/23,DONE,0.0,3.0,1.0,5.0,3.0,4.7,True,2023-09-13,
